change_id,week,change_type,component_area,synthetic_component_id,branch_type,validation_level,environment_profile,files_changed,lines_added,lines_deleted,modules_touched,author_experience_months,prior_failures_90d,historical_failure_rate,pipeline_duration_min,coverage_delta_pct,tests_impacted_count,critical_files_touched,documentation_refs_count,open_defects_linked,release_pressure_score,reviewer_count,validation_gap_count,readiness_score,recommended_validation_scope,failure_category,high_risk_change
CHG-01086,17,feature,functional_area_b,CMP-001,release_candidate,component_checks,profile_standard,10,164,68,2,34.0,2,0.2,645.5,0.79,30,0,2.0,0,66.0,6,0,68.9,expanded_validation,none,0
CHG-01087,17,test,functional_area_b,CMP-009,release_candidate,integrated_checks,profile_dependency,11,378,153,3,34.4,1,0.242,26.1,2.7,35,0,5.0,2,60.3,3,1,59.9,broad_validation,none,0
CHG-01088,20,refactor,functional_area_c,CMP-001,development,integrated_checks,profile_standard,20,267,178,5,19.0,2,0.18,52.5,,72,0,1.0,1,53.8,3,1,53.6,broad_validation,insufficient_evidence,1
CHG-01089,14,feature,functional_area_g,CMP-003,development,readiness_review,profile_distributed,8,118,112,1,18.3,1,0.277,26.0,-3.12,45,0,2.0,0,52.2,1,0,57.0,broad_validation,validation_issue,0
CHG-01090,3,bugfix,functional_area_f,CMP-004,development,broad_regression_checks,profile_standard,9,85,69,1,35.5,3,0.327,15.9,-2.92,16,0,0.0,0,79.9,2,0,51.2,broad_validation,insufficient_evidence,1
CHG-01091,11,dependency,functional_area_c,CMP-060,development,component_checks,profile_standard,4,39,102,1,49.3,0,0.073,28.5,-1.43,20,0,2.0,1,32.6,2,0,81.3,focused_validation,none,0
CHG-01092,9,refactor,functional_area_b,CMP-004,development,readiness_review,profile_standard,9,71,79,1,60.0,0,0.246,22.0,-2.69,28,0,1.0,0,48.9,2,1,75.3,expanded_validation,none,0
CHG-01093,17,configuration,functional_area_f,CMP-012,release_candidate,broad_regression_checks,profile_extended,4,94,126,1,44.9,1,0.231,20.0,-3.82,3,0,2.0,1,48.9,2,1,56.2,broad_validation,execution_context_issue,0
CHG-01094,8,bugfix,functional_area_g,CMP-057,release_candidate,integrated_checks,profile_distributed,10,170,119,2,63.8,2,0.083,25.3,0.47,81,0,3.0,2,54.8,3,0,71.2,expanded_validation,none,0
CHG-01095,7,bugfix,functional_area_c,CMP-005,development,basic_checks,profile_standard,11,345,76,1,58.2,0,0.069,58.1,0.09,50,0,4.0,1,52.3,1,4,59.2,broad_validation,none,0
CHG-01096,2,feature,functional_area_e,CMP-060,development,basic_checks,profile_standard,6,79,149,1,,0,0.244,50.6,-0.63,33,0,1.0,0,76.1,2,1,52.5,broad_validation,none,0
CHG-01097,17,refactor,functional_area_c,CMP-001,development,basic_checks,profile_standard,3,146,30,1,72.3,1,0.21,99.7,3.15,662,0,0.0,1,59.7,1,2,71.1,expanded_validation,none,0
CHG-01098,16,feature,functional_area_c,CMP-003,development,basic_checks,profile_standard,6,92,123,1,31.5,1,0.054,38.6,-0.51,10,0,2.0,0,36.7,1,3,52.6,broad_validation,none,0
CHG-01099,1,feature,functional_area_d,CMP-001,development,readiness_review,profile_standard,4,82,44,1,30.2,3,0.238,39.8,-1.02,17,0,1.0,1,47.3,2,2,53.6,broad_validation,compatibility_issue,1
CHG-01100,9,refactor,functional_area_f,CMP-010,development,basic_checks,profile_dependency,10,89,98,3,42.8,0,0.326,31.3,-1.05,53,0,,1,70.4,1,2,48.0,broad_validation,quality_regression,1
CHG-01101,10,dependency,functional_area_h,CMP-093,development,integrated_checks,profile_standard,10,207,201,2,59.9,0,0.305,23.0,1.82,50,0,1.0,3,42.6,4,0,92.2,focused_validation,none,0
CHG-01102,10,refactor,functional_area_c,CMP-016,development,integrated_checks,profile_standard,8,158,147,2,21.0,2,0.068,55.3,-3.22,33,0,1.0,0,54.2,3,0,70.2,expanded_validation,validation_issue,0
CHG-01103,19,bugfix,functional_area_b,CMP-014,development,integrated_checks,profile_standard,6,236,91,1,31.4,2,0.124,17.6,-4.31,31,0,2.0,1,58.5,1,0,65.9,expanded_validation,none,0
CHG-01104,4,bugfix,functional_area_c,CMP-002,development,basic_checks,profile_standard,4,116,265,1,28.1,2,0.26,42.8,0.28,31,0,,0,48.5,1,2,72.2,expanded_validation,none,0
CHG-01105,7,bugfix,functional_area_a,CMP-079,development,integrated_checks,profile_standard,10,116,196,1,17.0,1,0.148,43.3,0.17,53,0,1.0,0,37.4,1,2,58.6,broad_validation,none,0
CHG-01106,4,bugfix,functional_area_b,CMP-006,development,integrated_checks,profile_extended,7,188,84,1,21.0,1,0.371,80.2,1.31,40,0,1.0,0,56.0,1,1,77.0,expanded_validation,none,0
CHG-01107,5,configuration,functional_area_a,CMP-002,development,integrated_checks,profile_extended,4,109,44,1,17.5,0,0.099,55.9,-0.47,39,0,0.0,0,88.9,3,3,60.1,broad_validation,none,0
CHG-01108,19,bugfix,functional_area_c,CMP-112,development,basic_checks,profile_distributed,8,98,126,1,,1,0.144,29.4,3.56,28,0,0.0,0,44.5,1,4,58.8,broad_validation,none,0
CHG-01109,19,configuration,functional_area_a,CMP-005,development,broad_regression_checks,profile_standard,5,51,90,1,27.3,1,0.268,17.3,2.09,27,0,1.0,0,43.4,4,0,89.3,focused_validation,none,0
CHG-01110,1,test,functional_area_b,CMP-004,development,basic_checks,profile_extended,61,686,447,7,24.7,1,0.26,50.2,-6.78,211,0,,0,63.9,5,2,21.0,readiness_review,quality_regression,1
CHG-01111,13,dependency,functional_area_f,CMP-001,hotfix,integrated_checks,profile_dependency,10,203,107,1,39.0,1,0.7,40.0,-3.63,64,0,1.0,2,100.0,2,2,20.5,readiness_review,insufficient_evidence,1
CHG-01112,5,feature,functional_area_b,CMP-001,development,component_checks,profile_dependency,5,101,35,1,39.6,1,0.046,27.3,-5.09,18,0,,1,38.4,2,4,35.8,readiness_review,execution_context_issue,1
CHG-01113,4,bugfix,functional_area_e,CMP-039,development,component_checks,profile_dependency,12,159,66,2,58.2,0,0.129,41.6,-0.19,49,0,0.0,0,33.1,4,2,69.6,expanded_validation,none,0
CHG-01114,6,feature,functional_area_g,CMP-006,development,broad_regression_checks,profile_standard,18,326,209,2,8.1,0,0.331,42.9,,99,0,1.0,1,64.7,2,1,66.4,expanded_validation,none,0
CHG-01115,4,bugfix,functional_area_d,CMP-091,release_candidate,basic_checks,profile_dependency,4,199,97,1,51.8,1,0.297,33.1,3.69,21,0,,0,77.1,4,3,53.9,broad_validation,execution_context_issue,1
CHG-01116,10,bugfix,functional_area_b,CMP-001,release_candidate,readiness_review,profile_distributed,5,110,32,1,16.4,1,0.135,49.9,,13,0,0.0,1,48.4,3,2,65.6,expanded_validation,none,0
CHG-01117,20,feature,functional_area_b,CMP-013,development,broad_regression_checks,profile_distributed,10,173,68,2,37.4,1,0.156,38.7,,57,0,,0,47.2,1,0,79.3,focused_validation,insufficient_evidence,0
CHG-01118,12,refactor,functional_area_d,CMP-023,release_candidate,component_checks,profile_extended,11,207,95,1,15.6,0,0.247,53.1,0.43,65,0,1.0,0,45.5,2,1,64.7,expanded_validation,none,0
CHG-01119,15,configuration,functional_area_d,CMP-013,development,component_checks,profile_dependency,7,211,68,1,44.6,1,0.11,595.4,-2.94,11,1,1.0,0,46.1,2,3,40.8,readiness_review,quality_regression,1
CHG-01120,10,dependency,functional_area_a,CMP-008,development,basic_checks,profile_standard,14,220,118,3,22.0,2,0.325,29.3,-1.02,50,0,0.0,4,47.4,1,2,51.4,broad_validation,quality_regression,1
CHG-01121,1,feature,functional_area_c,CMP-011,development,broad_regression_checks,profile_distributed,10,69,66,2,40.9,0,0.215,32.7,2.24,15,1,3.0,0,67.2,1,0,72.7,expanded_validation,none,0
CHG-01122,2,feature,functional_area_d,CMP-019,development,integrated_checks,profile_extended,8,139,71,2,19.9,0,0.308,23.5,,38,0,1.0,2,71.6,1,0,80.5,focused_validation,none,0
CHG-01123,6,bugfix,functional_area_b,CMP-053,hotfix,basic_checks,profile_distributed,13,248,91,2,10.0,0,0.232,44.5,,31,1,1.0,2,68.5,5,2,61.4,broad_validation,,1
CHG-01124,5,feature,functional_area_e,CMP-003,release_candidate,integrated_checks,profile_distributed,6,104,104,1,20.3,0,0.212,122.7,-3.04,852,0,0.0,0,88.0,3,0,58.8,broad_validation,none,0
CHG-01125,17,bugfix,functional_area_a,CMP-006,development,basic_checks,profile_standard,10,222,28,1,,1,0.442,30.9,1.0,26,1,3.0,1,67.3,2,2,76.6,expanded_validation,none,0
CHG-01126,17,dependency,functional_area_b,CMP-014,hotfix,integrated_checks,profile_standard,8,89,65,2,26.9,2,0.112,20.9,0.08,47,1,0.0,1,48.9,2,0,41.4,readiness_review,quality_regression,1
CHG-01127,18,feature,functional_area_f,CMP-003,development,integrated_checks,profile_standard,9,134,170,1,47.5,1,0.15,43.9,5.18,20,0,1.0,0,70.1,2,3,55.2,broad_validation,,1
CHG-01128,13,feature,functional_area_b,CMP-001,development,basic_checks,profile_distributed,6,118,34,1,29.2,0,0.404,60.5,1.46,4,0,3.0,0,64.9,3,2,76.9,expanded_validation,execution_context_issue,0
CHG-01129,12,configuration,functional_area_e,CMP-098,release_candidate,broad_regression_checks,profile_extended,8,59,137,2,36.3,0,0.195,16.9,0.07,13,0,2.0,0,94.7,1,0,70.1,expanded_validation,none,0
CHG-01130,13,configuration,functional_area_c,CMP-001,development,component_checks,profile_distributed,8,120,82,2,11.4,0,0.037,18.6,2.34,44,0,3.0,0,56.3,1,1,81.7,focused_validation,none,0
CHG-01131,9,configuration,functional_area_b,CMP-002,development,integrated_checks,profile_distributed,7,100,153,1,39.7,2,0.193,41.8,1.29,41,0,0.0,2,80.4,1,1,69.3,expanded_validation,execution_context_issue,1
CHG-01132,14,bugfix,functional_area_g,CMP-013,development,integrated_checks,profile_extended,10,112,160,1,50.5,0,0.233,52.3,1.67,41,1,,0,24.3,4,1,76.6,expanded_validation,none,0
CHG-01133,16,test,functional_area_b,CMP-001,development,readiness_review,profile_standard,9,102,97,2,8.0,2,0.295,85.4,1.09,28,0,1.0,0,44.9,5,1,85.1,focused_validation,none,0
CHG-01134,16,feature,functional_area_b,CMP-001,development,integrated_checks,profile_extended,11,201,81,2,13.6,2,0.234,31.8,-1.08,42,0,1.0,1,20.3,2,1,74.7,expanded_validation,none,0
CHG-01135,13,bugfix,functional_area_g,CMP-001,development,broad_regression_checks,profile_dependency,16,215,182,3,78.5,3,0.384,38.3,-1.19,97,1,3.0,0,47.1,2,1,35.7,readiness_review,quality_regression,1
CHG-01136,2,refactor,functional_area_f,CMP-001,development,component_checks,profile_extended,3,90,18,1,35.5,0,0.059,32.6,1.84,3,0,,1,54.7,2,0,88.9,focused_validation,none,0
CHG-01137,15,test,functional_area_e,CMP-005,development,broad_regression_checks,profile_dependency,10,114,153,2,27.2,2,0.252,29.6,-1.83,50,0,4.0,0,51.6,2,2,60.7,broad_validation,none,0
CHG-01138,8,bugfix,functional_area_a,CMP-043,development,component_checks,profile_dependency,10,112,92,2,25.1,0,0.114,40.8,-0.44,46,0,2.0,1,66.9,1,5,31.0,readiness_review,quality_regression,1
CHG-01139,15,configuration,functional_area_a,CMP-003,release_candidate,integrated_checks,profile_standard,13,325,32,2,4.4,1,0.234,44.5,,34,0,3.0,1,100.0,3,1,63.2,expanded_validation,insufficient_evidence,1
CHG-01140,11,feature,functional_area_e,CMP-005,development,basic_checks,profile_distributed,10,206,182,2,44.2,4,0.116,21.6,-1.51,40,0,2.0,0,46.3,1,1,46.9,broad_validation,quality_regression,1
CHG-01141,18,feature,functional_area_b,CMP-012,development,readiness_review,profile_standard,6,127,92,2,,1,0.189,20.0,1.19,37,0,2.0,3,72.4,3,0,76.6,expanded_validation,none,0
CHG-01142,7,feature,functional_area_b,CMP-002,release_candidate,readiness_review,profile_standard,12,174,145,2,32.4,0,0.168,25.7,-0.1,80,0,1.0,0,75.4,2,1,73.1,expanded_validation,validation_issue,0
CHG-01143,19,refactor,functional_area_f,CMP-005,release_candidate,component_checks,profile_standard,9,3535,2667,1,50.9,0,0.028,37.8,-1.57,51,0,1.0,0,70.0,2,4,46.6,broad_validation,quality_regression,1
CHG-01144,17,bugfix,functional_area_b,CMP-004,development,integrated_checks,profile_standard,14,238,121,2,29.0,0,0.053,394.1,1.64,30,0,5.0,0,65.7,1,1,82.9,focused_validation,none,0
CHG-01145,7,refactor,functional_area_a,CMP-003,release_candidate,integrated_checks,profile_standard,9,73,38,1,56.2,2,0.313,25.3,-2.96,29,1,1.0,0,58.5,3,0,47.5,broad_validation,none,0
CHG-01146,10,feature,functional_area_a,CMP-004,release_candidate,component_checks,profile_extended,9,129,83,1,10.2,1,0.281,30.8,-3.15,43,0,1.0,1,80.9,3,1,57.2,broad_validation,none,0
CHG-01147,11,test,functional_area_c,CMP-001,development,integrated_checks,profile_standard,10,3704,1722,3,38.3,0,0.21,44.3,-0.03,52,0,3.0,1,28.9,2,1,76.3,expanded_validation,none,0
CHG-01148,16,test,functional_area_e,CMP-061,release_candidate,integrated_checks,profile_standard,5,56,169,2,22.5,0,0.282,27.3,,38,0,2.0,0,66.5,2,0,71.9,expanded_validation,none,0
CHG-01149,14,feature,functional_area_g,CMP-105,release_candidate,integrated_checks,profile_standard,7,277,66,1,39.2,1,0.297,22.3,3.19,44,0,1.0,0,59.1,3,0,76.5,expanded_validation,none,0
CHG-01150,18,feature,functional_area_a,CMP-053,development,basic_checks,profile_standard,10,197,126,2,26.9,0,0.185,29.2,-1.11,65,0,2.0,0,91.8,5,2,60.6,broad_validation,none,0
CHG-01151,8,feature,functional_area_b,CMP-001,development,broad_regression_checks,profile_dependency,11,404,134,1,58.4,0,0.342,32.9,-3.5,72,0,1.0,0,34.8,3,1,64.9,expanded_validation,none,0
CHG-01152,11,test,functional_area_d,CMP-028,release_candidate,basic_checks,profile_standard,6,36,161,2,45.8,2,0.172,67.1,-0.62,15,0,1.0,1,71.9,2,2,42.3,readiness_review,insufficient_evidence,1
CHG-01153,9,feature,functional_area_c,CMP-010,hotfix,integrated_checks,profile_standard,11,239,33,2,23.0,0,0.088,32.9,4.12,15,0,1.0,1,90.2,3,1,72.3,expanded_validation,none,0
CHG-01154,19,configuration,functional_area_c,CMP-001,development,basic_checks,profile_dependency,17,226,137,2,21.8,0,0.158,65.0,-2.56,43,0,3.0,0,43.0,1,2,55.2,broad_validation,none,0
CHG-01155,7,bugfix,functional_area_g,CMP-080,release_candidate,basic_checks,profile_distributed,6,1788,1992,1,38.0,1,0.197,19.5,-1.73,24,0,0.0,0,64.6,1,2,55.5,broad_validation,none,0
CHG-01156,12,test,functional_area_d,CMP-032,release_candidate,basic_checks,profile_extended,8,219,85,2,28.1,0,0.164,25.4,1.05,20,0,0.0,1,55.9,4,2,63.5,expanded_validation,none,0
CHG-01157,3,bugfix,functional_area_c,CMP-001,release_candidate,component_checks,profile_distributed,13,301,137,2,34.9,0,0.204,13.9,3.36,26,1,5.0,0,57.1,1,0,70.4,expanded_validation,none,0
CHG-01158,18,configuration,functional_area_h,CMP-097,hotfix,integrated_checks,profile_standard,4,119,57,1,42.2,1,0.324,32.8,,22,0,2.0,0,97.0,1,2,41.3,readiness_review,validation_issue,1
CHG-01159,8,dependency,functional_area_a,CMP-001,development,integrated_checks,profile_distributed,6,151,152,1,51.6,3,0.183,33.6,-1.71,28,0,1.0,1,21.8,2,0,69.5,expanded_validation,none,0
CHG-01160,7,feature,functional_area_g,CMP-005,development,integrated_checks,profile_standard,7,133,30,1,25.7,2,0.321,44.7,-3.81,33,0,1.0,1,56.4,1,1,41.8,readiness_review,execution_context_issue,1
CHG-01161,12,test,functional_area_d,CMP-001,development,integrated_checks,profile_standard,10,376,99,1,18.1,0,0.125,38.4,-0.01,35,1,1.0,0,18.7,1,0,86.3,focused_validation,none,0
CHG-01162,10,feature,functional_area_d,CMP-001,development,basic_checks,profile_standard,8,203,108,2,58.8,1,0.048,52.8,,38,1,2.0,0,67.3,1,3,36.9,readiness_review,quality_regression,1
CHG-01163,17,bugfix,functional_area_g,CMP-099,development,basic_checks,profile_distributed,8,69,82,2,50.8,2,0.256,276.5,1.72,41,1,4.0,1,45.9,1,3,38.8,readiness_review,validation_issue,1
CHG-01164,11,test,functional_area_d,CMP-010,release_candidate,integrated_checks,profile_standard,11,230,53,1,39.6,0,0.198,32.8,0.86,85,1,1.0,1,36.4,4,1,62.9,expanded_validation,none,0
CHG-01165,11,refactor,functional_area_c,CMP-002,hotfix,integrated_checks,profile_standard,8,179,142,2,43.8,1,0.292,24.7,0.14,42,0,1.0,2,67.7,3,1,52.2,broad_validation,quality_regression,1
CHG-01166,3,refactor,functional_area_b,CMP-032,development,integrated_checks,profile_standard,8,2166,1460,2,30.1,1,0.349,96.2,-0.03,273,0,4.0,0,32.7,1,4,61.8,broad_validation,validation_issue,0
CHG-01167,1,bugfix,functional_area_e,CMP-057,release_candidate,component_checks,profile_distributed,11,192,132,2,43.0,0,0.252,36.8,1.45,16,0,1.0,0,79.9,2,0,75.1,expanded_validation,none,0
CHG-01168,8,bugfix,functional_area_d,CMP-073,development,broad_regression_checks,profile_standard,5,67,142,1,64.4,0,0.086,28.8,-3.07,10,0,2.0,0,68.7,3,2,52.7,broad_validation,none,0
CHG-01169,20,bugfix,functional_area_b,CMP-080,development,basic_checks,profile_standard,10,102,119,2,16.6,1,0.193,113.8,0.46,710,0,2.0,1,33.8,2,1,74.0,expanded_validation,none,0
CHG-01170,19,configuration,functional_area_f,CMP-068,development,integrated_checks,profile_standard,12,120,39,2,19.3,0,0.332,54.3,-4.35,70,0,1.0,1,60.8,3,2,49.0,broad_validation,none,0
CHG-01171,13,bugfix,functional_area_e,CMP-015,development,basic_checks,profile_distributed,4,160,38,1,46.0,1,0.237,29.3,2.52,37,0,,1,41.7,1,2,74.3,expanded_validation,none,0
CHG-01172,13,bugfix,functional_area_c,CMP-003,development,integrated_checks,profile_standard,11,210,76,3,6.7,0,0.21,35.5,4.16,36,0,2.0,1,47.4,2,1,96.9,focused_validation,none,0
CHG-01173,8,bugfix,functional_area_a,CMP-077,release_candidate,component_checks,profile_dependency,5,191,49,1,66.5,1,0.434,27.5,-1.46,12,0,2.0,0,96.0,4,1,63.2,expanded_validation,none,0
CHG-01174,4,bugfix,functional_area_c,CMP-001,development,broad_regression_checks,profile_standard,9,291,90,2,,1,0.315,53.8,0.63,57,0,3.0,1,46.1,4,1,73.1,expanded_validation,none,0
CHG-01175,1,bugfix,functional_area_a,CMP-001,development,basic_checks,profile_standard,7,154,62,1,18.2,0,0.267,30.6,1.67,19,0,2.0,0,75.5,3,2,78.4,focused_validation,validation_issue,0
CHG-01176,7,feature,functional_area_a,CMP-005,development,integrated_checks,profile_standard,18,245,145,3,18.3,0,0.246,36.9,3.63,28,0,0.0,0,80.4,2,0,73.6,expanded_validation,none,0
CHG-01177,7,test,functional_area_c,CMP-002,development,basic_checks,profile_standard,7,120,204,1,4.1,0,0.186,32.4,-0.77,51,0,1.0,1,47.1,4,3,70.2,expanded_validation,none,0
CHG-01178,4,configuration,functional_area_a,CMP-013,hotfix,integrated_checks,profile_standard,12,90,226,3,18.1,3,0.257,23.6,-1.87,43,0,1.0,1,74.7,2,1,38.1,readiness_review,execution_context_issue,1
CHG-01179,6,feature,functional_area_b,CMP-068,hotfix,basic_checks,profile_standard,9,186,110,2,31.2,1,0.291,38.4,0.28,56,0,1.0,2,62.6,4,5,34.3,readiness_review,quality_regression,1
CHG-01180,1,refactor,functional_area_e,CMP-007,development,basic_checks,profile_dependency,13,345,227,2,9.6,0,0.115,51.1,,50,0,,0,52.5,1,2,78.3,focused_validation,none,0
CHG-01181,13,test,functional_area_b,CMP-009,development,broad_regression_checks,profile_standard,7,83,48,1,53.8,1,0.172,35.0,0.28,18,0,0.0,0,62.8,1,0,81.6,focused_validation,none,0
CHG-01182,19,feature,functional_area_h,CMP-005,development,basic_checks,profile_standard,7,162,131,1,51.6,2,0.131,56.3,2.97,38,0,3.0,0,50.9,1,2,61.0,broad_validation,none,0
CHG-01183,14,feature,functional_area_g,CMP-022,release_candidate,component_checks,profile_standard,11,3399,2823,2,35.8,0,0.232,40.1,,33,0,2.0,0,70.5,4,1,66.8,expanded_validation,none,0
CHG-01184,9,feature,functional_area_d,CMP-001,development,broad_regression_checks,profile_standard,6,93,43,1,22.3,1,0.092,38.9,1.33,20,0,0.0,0,41.1,1,3,60.7,broad_validation,none,0
CHG-01185,9,feature,functional_area_h,CMP-001,development,broad_regression_checks,profile_standard,8,163,37,1,20.4,1,0.133,95.0,-0.18,582,0,3.0,2,37.9,1,1,81.0,focused_validation,none,0
CHG-01186,7,refactor,functional_area_g,CMP-015,development,broad_regression_checks,profile_standard,12,220,156,2,44.6,0,0.185,50.9,-0.77,70,1,1.0,0,46.4,1,1,58.8,broad_validation,none,0
CHG-01187,3,dependency,functional_area_b,CMP-008,development,component_checks,profile_standard,9,174,48,1,60.4,1,0.338,36.9,4.18,37,0,,2,54.6,1,0,77.8,expanded_validation,validation_issue,0
CHG-01188,12,feature,functional_area_f,CMP-004,development,integrated_checks,profile_standard,8,151,72,2,22.2,1,0.075,25.3,-2.21,39,0,1.0,0,72.9,4,1,61.3,broad_validation,none,0
CHG-01189,12,refactor,functional_area_a,CMP-003,development,broad_regression_checks,profile_dependency,151,2191,321,22,61.4,1,0.118,119.5,-1.81,750,0,1.0,0,49.4,1,3,17.1,readiness_review,validation_issue,1
CHG-01190,1,feature,functional_area_e,CMP-001,development,basic_checks,profile_extended,4,85,17,1,40.1,0,0.019,35.7,0.85,19,0,1.0,0,58.9,2,2,73.7,expanded_validation,none,0
CHG-01191,9,configuration,functional_area_d,CMP-018,development,broad_regression_checks,profile_dependency,9,158,106,2,62.3,1,0.122,34.7,0.7,54,0,,1,37.2,3,1,82.6,focused_validation,none,0
CHG-01192,6,refactor,functional_area_a,CMP-005,development,basic_checks,profile_standard,6,189,85,1,25.7,1,0.1,46.3,-3.04,6,0,1.0,1,66.0,2,3,54.3,broad_validation,validation_issue,1
CHG-01193,4,bugfix,functional_area_b,CMP-005,development,broad_regression_checks,profile_dependency,6,90,69,2,13.8,2,0.303,51.4,-0.44,34,0,3.0,0,46.1,1,4,49.3,broad_validation,compatibility_issue,1
CHG-01194,15,feature,functional_area_h,CMP-063,development,integrated_checks,profile_standard,14,143,117,2,62.4,0,0.081,75.1,-1.5,452,0,1.0,1,48.7,1,1,67.5,expanded_validation,none,0
CHG-01195,11,configuration,functional_area_b,CMP-026,release_candidate,integrated_checks,profile_standard,12,157,163,3,21.0,1,0.108,20.4,2.23,44,0,2.0,1,65.3,1,0,77.2,expanded_validation,none,0
CHG-01196,13,dependency,functional_area_b,CMP-002,hotfix,integrated_checks,profile_distributed,7,338,77,1,54.5,0,0.137,21.8,0.51,55,0,0.0,1,61.6,4,1,55.6,broad_validation,none,0
CHG-01197,15,bugfix,functional_area_b,CMP-016,development,basic_checks,profile_standard,11,144,80,3,6.8,0,0.038,33.9,3.39,49,0,3.0,1,34.5,7,1,75.0,expanded_validation,none,0
CHG-01198,20,feature,functional_area_c,CMP-001,release_candidate,component_checks,profile_standard,4,120,78,1,32.2,1,0.26,60.0,3.58,39,0,5.0,1,71.6,1,0,80.6,focused_validation,,0
CHG-01199,17,feature,functional_area_g,CMP-001,release_candidate,broad_regression_checks,profile_distributed,17,223,58,4,40.3,0,0.248,113.7,-1.23,732,0,2.0,1,78.8,3,1,40.0,readiness_review,execution_context_issue,1
CHG-01200,13,configuration,functional_area_f,CMP-022,release_candidate,integrated_checks,profile_extended,22,208,229,3,35.5,1,0.205,36.9,3.08,76,1,1.0,1,42.9,7,1,66.8,expanded_validation,none,0
CHG-01201,18,configuration,functional_area_c,CMP-001,development,integrated_checks,profile_standard,9,91,36,3,36.0,0,0.371,32.7,-1.43,43,0,1.0,0,56.3,3,0,85.2,focused_validation,none,0
CHG-01202,10,test,functional_area_b,CMP-002,development,basic_checks,profile_standard,10,101,131,2,29.6,0,0.014,334.3,2.87,55,0,2.0,0,56.0,1,2,84.4,focused_validation,none,0
CHG-01203,20,refactor,functional_area_a,CMP-065,development,integrated_checks,profile_standard,10,202,145,2,28.2,1,0.28,22.7,-2.79,71,0,1.0,0,46.5,1,0,70.8,expanded_validation,validation_issue,0
CHG-01204,16,test,functional_area_c,CMP-026,hotfix,component_checks,profile_dependency,9,144,94,3,38.1,1,0.222,34.5,3.26,79,0,2.0,0,64.4,3,2,56.3,broad_validation,none,0
CHG-01205,14,test,functional_area_f,CMP-078,development,basic_checks,profile_standard,7,112,69,1,59.4,0,0.235,37.1,-2.15,39,0,1.0,0,69.4,1,3,52.3,broad_validation,none,0
CHG-01206,19,feature,functional_area_f,CMP-059,development,readiness_review,profile_standard,120,1102,882,22,21.0,2,0.113,131.5,-3.12,622,0,3.0,0,87.0,3,2,18.1,readiness_review,quality_regression,1
CHG-01207,11,configuration,functional_area_c,CMP-003,development,integrated_checks,profile_standard,12,208,119,2,45.8,2,0.096,55.9,-0.78,56,0,0.0,1,73.1,5,2,50.3,broad_validation,compatibility_issue,1
CHG-01208,15,bugfix,functional_area_d,CMP-014,development,integrated_checks,profile_dependency,5,52,67,1,14.1,3,0.487,23.8,,18,1,2.0,0,60.9,1,2,31.8,readiness_review,validation_issue,1
CHG-01209,6,bugfix,functional_area_c,CMP-004,development,readiness_review,profile_distributed,7,174,152,1,42.0,0,0.343,56.7,2.99,41,0,4.0,0,71.2,2,2,73.8,expanded_validation,none,0
CHG-01210,20,dependency,functional_area_d,CMP-020,development,component_checks,profile_standard,15,240,159,4,23.6,1,0.257,63.0,-4.16,77,1,3.0,1,59.8,5,0,45.0,broad_validation,compatibility_issue,1
CHG-01211,13,refactor,functional_area_d,CMP-003,development,readiness_review,profile_dependency,12,3507,2568,2,18.9,1,0.122,35.1,1.04,14,0,1.0,2,41.3,1,1,65.3,expanded_validation,none,0
CHG-01212,16,dependency,functional_area_e,CMP-001,release_candidate,integrated_checks,profile_standard,10,248,37,3,37.7,0,0.513,33.3,1.11,63,0,3.0,1,70.0,4,2,67.8,expanded_validation,none,0
CHG-01213,10,bugfix,functional_area_d,CMP-001,development,integrated_checks,profile_dependency,6,91,41,1,64.7,1,0.307,31.5,-2.6,23,0,1.0,1,30.7,1,1,60.9,broad_validation,none,0
CHG-01214,18,configuration,functional_area_h,CMP-031,development,component_checks,profile_standard,12,228,48,2,17.2,2,0.155,56.1,-1.09,53,0,2.0,1,40.3,4,0,76.3,expanded_validation,none,0
CHG-01215,2,bugfix,functional_area_c,CMP-001,release_candidate,basic_checks,profile_standard,86,769,355,20,,1,0.265,80.8,-3.92,521,0,0.0,0,79.2,2,1,24.8,readiness_review,validation_issue,1
CHG-01216,3,feature,functional_area_a,CMP-012,development,component_checks,profile_standard,7,77,189,2,32.0,0,0.31,28.6,-0.87,39,1,3.0,1,49.1,3,1,64.0,expanded_validation,none,0
CHG-01217,11,feature,functional_area_b,CMP-051,release_candidate,basic_checks,profile_dependency,5,71,38,1,19.4,0,0.176,42.9,1.75,25,0,2.0,1,50.9,6,3,60.0,broad_validation,none,0
CHG-01218,15,configuration,functional_area_d,CMP-026,release_candidate,basic_checks,profile_dependency,10,2370,918,2,32.6,2,0.357,35.3,-1.25,61,0,1.0,0,54.5,3,2,48.4,broad_validation,compatibility_issue,1
CHG-01219,17,feature,functional_area_d,CMP-004,development,integrated_checks,profile_extended,8,243,108,2,25.5,0,0.152,21.4,0.57,53,0,4.0,1,32.6,1,1,75.6,expanded_validation,none,0
CHG-01220,9,dependency,functional_area_d,CMP-002,development,broad_regression_checks,profile_standard,12,189,107,2,15.1,2,0.287,30.3,-0.62,73,0,1.0,1,57.3,3,2,54.8,broad_validation,quality_regression,1
